,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1710,49484066,https://www.airbnb.com/rooms/49484066,20240918135519,2024-09-18,city scrape,private room in a 1 family home.,the bedroom is bright spacious great flowing natural air or ac on hot days.  prior guests have raved about how good they slept there. it is convenient to public transportation not far from the downtown area close to colleges and universities. also bostons beloved fenway park baseball park.,,https://a0.muscache.com/pictures/18698922/994fd87e_original.jpg,3765817,https://www.airbnb.com/users/show/3765817,Frank,2012-10-05,"Boston, MA","I'm retired and I enjoy fishing, golfing and antique car shows. I'm born and raised in Boston so I know the city pretty well.",within an hour,1.0,0.81,f,https://a0.muscache.com/im/users/3765817/profile_pic/1369170881/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3765817/profile_pic/1369170881/original.jpg?aki_policy=profile_x_medium,Brighton,1,1,"['email', 'phone']",t,t,,Brighton,,42.35308,-71.16926,Private room in home,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Essentials"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free street parking"", ""Mini fridge"", ""Host greets you"", ""Air conditioning"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Hangers""]",138.0,1,3,1.0,1.0,3.0,3.0,1.0,3.0,,t,19,47,77,352,2024-09-18,155,11,2,2021-05-03,2024-09-02,4.86,4.92,4.79,4.89,4.88,4.84,4.78,STR-552948,f,1,0,1,0,3.77
1720,49638279,https://www.airbnb.com/rooms/49638279,20240918135519,2024-09-18,city scrape,Fort Hill Inn Uber Cool!  **Modern City Triplex**,"Modern twist on a historic 1860 Penthouse Triplex! Open Concept 3 levels of living, 2 decks including a roof top with city views! Located in the quiet residential neighborhood of Fort Hill/Highland Park, minutes to the center of the attractions.",,https://a0.muscache.com/pictures/a5e3a186-44f4-42f2-b229-dcb8c927ae32.jpg,8229,https://www.airbnb.com/users/show/8229,Terry,2009-02-19,"Boston, MA","Relaxed,  Easy going, Accommodating. ",within an hour,1.0,0.99,t,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_x_medium,Roxbury,11,14,"['email', 'phone']",t,t,,Roxbury,,42.32829,-71.09404,Entire rental unit,Entire home/apt,8,2.0,2 baths,4.0,4.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Conditioner"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Dining table"", ""Free parking on premises"", ""Private entrance"", ""Dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Hangers"", ""Iron"", ""Indoor fireplace"", ""First aid kit"", ""Bathtub"", ""Fire extinguisher"", ""Washer"", ""Dedicated workspace"", ""Freezer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Keypad"", ""Self check-in"", ""Cleaning products"", ""Baking sheet""]",446.0,3,29,1.0,3.0,1125.0,1125.0,3.0,1125.0,,t,2,23,46,61,2024-09-18,19,5,1,2021-08-31,2024-08-21,4.95,4.95,4.95,5.0,4.95,4.63,4.89,STR-446660,f,10,10,0,0,0.51
1723,49714366,https://www.airbnb.com/rooms/49714366,20240918135519,2024-09-18,city scrape,*Fort Hill Inn  *Sunny* Updated Historic Beauty!,"**Excellent Sunny** One of our most popular units!  This Fully equipped Private Duplex Apartment! Less than 1 mile to Museums, Northeastern U and Hospitals. 1-2 miles to City Center, Back Bay/Copley square. 1-2 miles to Fenway Park. Perfect Boston Home Base! Accommodates up to 8!",,https://a0.muscache.com/pictures/miso/Hosting-49714366/original/89acf593-60f0-42d7-9115-37eae8aa4f71.jpeg,8229,https://www.airbnb.com/users/show/8229,Terry,2009-02-19,"Boston, MA","Relaxed,  Easy going, Accommodating. ",within an hour,1.0,0.99,t,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_x_medium,Roxbury,11,14,"['email', 'phone']",t,t,,Roxbury,,42.3234,-71.09018,Entire rental unit,Entire home/apt,8,1.5,1.5 baths,3.0,4.0,"[""Cooking basics"", ""BBQ grill"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Toaster"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Central air conditioning"", ""Private entrance"", ""Dryer"", ""Wine glasses"", ""Free street parking"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Window AC unit"", ""Portable heater"", ""First aid kit"", ""Fire extinguisher"", ""Refrigerator"", ""Outdoor furniture"", ""Washer"", ""Dedicated workspace"", ""Freezer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Central heating"", ""Keypad"", ""Self check-in"", ""Backyard"", ""Long term stays allowed""]",346.0,3,60,1.0,3.0,1125.0,1125.0,3.0,1125.0,,t,11,31,57,72,2024-09-18,59,13,0,2021-07-02,2024-07-09,4.92,4.88,4.83,5.0,5.0,4.58,4.83,str-446652,f,10,10,0,0,1.51
1724,49715280,https://www.airbnb.com/rooms/49715280,20240918135519,2024-09-18,city scrape,"Fort Hill Inn, Excellent  Mid Modern nice details!","Enjoy this 1 bedroom 1 bath sunny historic city apartment in the quiet residential Boston neighborhood of Fort Hill/Highland Park.  5 minutes to the subway,  5 minutes to the center, Copley Square.","Quiet Residential neighborhood on a private way.  1.5 miles to the center Copley Place.  5 minute walk to the subway,  5 minute ride to Back Bay.",https://a0.muscache.com/pictures/miso/Hosting-49715280/original/909a4986-9c66-45b9-8747-8e4ff0141431.jpeg,8229,https://www.airbnb.com/users/show/8229,Terry,2009-02-19,"Boston, MA","Relaxed,  Easy going, Accommodating. ",within an hour,1.0,0.99,t,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_x_medium,Roxbury,11,14,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.32856,-71.09569,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Private entrance"", ""Dryer"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""First aid kit"", ""Bathtub"", ""Fire extinguisher"", ""Washer"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Keypad"", ""Self check-in"", ""Long term stays allowed""]",179.0,3,60,1.0,3.0,1125.0,1125.0,3.0,1125.0,,t,4,15,38,53,2024-09-18,61,22,2,2021-05-23,2024-09-15,4.87,4.85,4.87,4.92,4.92,4.7,4.61,STR-446651,f,10,10,0,0,1.51
1725,49716208,https://www.airbnb.com/rooms/49716208,20240918135519,2024-09-18,city scrape,Fort Hill Inn Private Guest room/ private Bath #3,"Design Inspired,   Private guest room with private bath in a historic 1860's Row House.  Nicely Detailed,  Includes Kitchenette and recently Remodeled Bath",,https://a0.muscache.com/pictures/miso/Hosting-49716208/original/fd69c72e-d698-4ec6-be86-ab897b4c3310.jpeg,8229,https://www.airbnb.com/users/show/8229,Terry,2009-02-19,"Boston, MA","Relaxed,  Easy going, Accommodating. ",within an hour,1.0,0.99,t,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_x_medium,Roxbury,11,14,"['email', 'phone']",t,t,,Roxbury,,42.3297,-71.09593,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,0.0,"[""Essentials"", ""Coffee maker"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Private entrance"", ""Dryer"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Refrigerator"", ""First aid kit"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""Washer"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Keypad"", ""Self check-in"", ""Extra pillows and blankets"", ""Long term stays allowed""]",142.0,3,30,1.0,3.0,1125.0,1125.0,3.0,1125.0,,t,1,20,50,65,2024-09-18,58,19,3,2021-06-18,2024-09-03,4.86,4.84,4.79,4.91,4.93,4.5,4.71,STR-490093,f,10,10,0,0,1.46
1726,49730420,https://www.airbnb.com/rooms/49730420,20240918135519,2024-09-18,city scrape,"Fort Hill Inn  1 Bedroom Duplex,  *Sunny Condo*",Comfortable Open Home Away! 1 bedroom duplex apartment on 2 floors.  Spiral Stairs to bedroom.   Nicely detailed Open Kitchen/ Living Space,,https://a0.muscache.com/pictures/miso/Hosting-49730420/original/5f6be70f-6709-4504-bff1-0d1569884cb5.jpeg,8229,https://www.airbnb.com/users/show/8229,Terry,2009-02-19,"Boston, MA","Relaxed,  Easy going, Accommodating. ",within an hour,1.0,0.99,t,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_x_medium,Roxbury,11,14,"['email', 'phone']",t,t,,Roxbury,,42.33046,-71.09397,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Dryer"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Refrigerator"", ""First aid kit"", ""Fire extinguisher"", ""Washer"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Keypad"", ""Self check-in"", ""Long term stays allowed""]",177.0,3,60,1.0,3.0,1125.0,1125.0,3.0,1125.0,,t,0,13,43,58,2024-09-18,65,17,2,2021-05-24,2024-09-01,4.91,4.95,4.85,4.92,4.94,4.78,4.62,STR-491702,f,10,10,0,0,1.61
1787,50770780,https://www.airbnb.com/rooms/50770780,20240918135519,2024-09-18,city scrape,"Fort Hill Inn, *Designed*  City Loft Studio Apt","Design Inspired, Sunny Open Studio/Suite,      5 minutes to the Subway,  5 minutes to the center.  Located in the quiet residential Boston neighborhood of Fort Hill/Highland Park.  Excellent access to all of the City!","Quiet Residential,   Minutes to the center.  5 minute walk to the Subway,  5 minute ride to Copley Square.",https://a0.muscache.com/pictures/miso/Hosting-50770780/original/0a505fb0-55f6-4543-881e-d940860d573e.jpeg,28662210,https://www.airbnb.com/users/show/28662210,Terry,2015-03-03,"Boston, MA",,within an hour,1.0,0.99,t,https://a0.muscache.com/im/users/28662210/profile_pic/1425367932/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28662210/profile_pic/1425367932/original.jpg?aki_policy=profile_x_medium,Mission Hill,5,8,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.32845,-71.09435,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,"[""Cooking basics"", ""Essentials"", ""Portable air conditioning"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Dishes and silverware"", ""Private entrance"", ""Dryer"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Indoor fireplace"", ""Refrigerator"", ""First aid kit"", ""Fire extinguisher"", ""Washer"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Keypad"", ""Self check-in""]",169.0,3,1125,1.0,3.0,1125.0,1125.0,3.0,1125.0,,t,0,11,40,55,2024-09-18,79,35,3,2021-08-15,2024-08-26,4.86,4.9,4.94,4.95,4.8,4.66,4.76,str-446656,f,5,5,0,0,2.1
1965,53477851,https://www.airbnb.com/rooms/53477851,20240918135519,2024-09-18,city scrape,109S14 | Queen Bed | 1 block to Greenline!,"Super Clean  - Hospital Grade Sanitation Performed  -  Minimum of 5 days between occupancies!  <br /> <br />Bright and happy TWO Bedroom Apartment with a sleeper sofa, walkable to the Boston College campus!  And ONE block from Commonwealth Ave with multiple Streetcar stops to take you to the City Center or the Suburbs.","Brighton is a dissolved municipality and current neighborhood of Boston, Massachusetts,  United States, located in the northwestern corner of the city. It is named after the town of Brighton in the English city of Brighton and Hove. Initially, Brighton was part of Cambridge, and known as ""Little Cambridge"".  Our area of Brighton is right beside Boston College.",https://a0.muscache.com/pictures/prohost-api/Hosting-53477851/original/561dfac8-50ff-42fc-80c4-92fc8e7d7975.jpeg,71783,https://www.airbnb.com/users/show/71783,Lance,2010-01-19,"Boston, MA","Lance R. Swank, Principal_x000D_
_x000D_
His units offer comfortable and luxurious appointments to compliment the style of the building, whether a newly constructed condo or a historic Brownstone. Visitors to Boston seeking a furnished apartment without the corporate, hotel-room-like feel of most furnished rentals will find themselves more at home in Lanceâ€™s spaces._x000D_
_x000D_
Lance is the President of LSBM Management, LLC and holds an MBA degree from of the F.W. Olin Graduate School of Business at Babson College. He lives and invests in the City of Boston.",within an hour,1.0,0.98,f,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_x_medium,Dorchester,30,68,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Brighton,,42.33848,-71.15228,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,4.0,"[""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Toaster"", ""Oven"", ""Clothing storage"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Private entrance"", ""Dryer"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Self check-in""]",135.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,11,41,305,2024-09-18,5,2,0,2022-05-01,2024-08-09,3.6,3.8,3.6,4.2,3.6,4.8,3.4,,f,29,14,15,0,0.17
2001,53898789,https://www.airbnb.com/rooms/53898789,20240918135519,2024-09-18,city scrape,Piano 1 bed facing Beacon St,"Fantastic location in historic Beacon Hill! This concierge building is located beside the State House and the Boston Common. It is convenient to transportation, the Financal District and Government Centre. This 1 bed faces Beacon Street, has parquet wood floors  and has an updated compact kitchen with an oven and electric cooktop. There is laundry on each floor and a common roofdeck overlooking the downtown.","Historic Beacon Hill has shops, restaurants and is convenient to transportation.",https://a0.muscache.com/pictures/miso/Hosting-53898789/original/28f0df1e-9f81-4c75-9a8a-02750bb4ed2c.jpeg,26988,https://www.airbnb.com/users/show/26988,Anne,2009-07-22,"Boston, MA","I manage a number of furnished units around Boston and Brookline with my business partner Joseph Morrissey.  I am a Realtor with Unlimited Sotheby's  and do sales/rentals in the greater Boston market.  I also manage a sculpture school/studio with my husband, sculptor Morris Norvin.  Stonybrook Fine Arts, is located in the Boston neighborhood Jamaica Plain across the street from the famous Sam Adams Brewery.  We offer a variety of one day workshops on our calendar including welding, jewelry and metal casting.   Longer classes are available and meet one time each week including the options above as well as mold making, live figure modeling and foundry.  Custom workshops are available for small groups, birthday parties, bachelorette parties, make your own wedding bands, create an engagement ring and team building.  We are happy to arrange a tour of Sam Adams after a daytime workshop not occurring on Sunday.  Contact us for more details to set up your custom event!_x000D_
_x000D_
",within a few hours,1.0,0.49,t,https://a0.muscache.com/im/pictures/user/d7d71322-db4f-45f8-92f7-ec27a50d5773.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d7d71322-db4f-45f8-92f7-ec27a50d5773.jpg?aki_policy=profile_x_medium,Beacon Hill,8,32,"['email', 'phone']",t,t,Neighborhood highlights,Downtown,,42.3591921055104,-71.0611781782825,Entire rental unit,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Clothing storage: closet and dresser"", ""Essentials"", ""Single oven"", ""Coffee maker"", ""Kitchen"", ""Electric stove"", ""Hair dryer"", ""Paid parking off premises"", ""Microwave"", ""Dishes and silverware"", ""Paid dryer \u2013 In building"", ""Dining table"", ""Paid washer \u2013 In building"", ""Elevator"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Window AC unit"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""City skyline view"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Cleaning products"", ""Ethernet connection"", ""Long term stays allowed""]",105.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,,t,17,47,77,322,2024-09-18,1,1,0,2024-08-11,2024-08-11,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,f,4,4,0,0,0.77
2009,54051307,https://www.airbnb.com/rooms/54051307,20240918135519,2024-09-18,city scrape,109S9 Â· The Strathmore 9 w/AC,"Please note:  The AirBnB map may be reflecting an incorrect location.  Please note that the location is on Strathmore Road in the Brighton area of Boston, one block to the Greenline.  We are working to correct the address discrepancy but want you to know immediately in case the correction has not yet been made. <br /><br />This cozy apartment is perfect for two individuals working/studying in Brighton or a couple that may have a visitor occasionally.",,https://a0.muscache.com/pictures/prohost-api/Hosting-54051307/original/9fb70b3f-ea55-424f-9fa3-f014e6fc1695.jpeg,71783,https://www.airbnb.com/users/show/71783,Lance,2010-01-19,"Boston, MA","Lance R. Swank, Principal_x000D_
_x000D_
His units offer comfortable and luxurious appointments to compliment the style of the building, whether a newly constructed condo or a historic Brownstone. Visitors to Boston seeking a furnished apartment without the corporate, hotel-room-like feel of most furnished rentals will find themselves more at home in Lanceâ€™s spaces._x000D_
_x000D_
Lance is the President of LSBM Management, LLC and holds an MBA degree from of the F.W. Olin Graduate School of Business at Babson College. He lives and invests in the City of Boston.",within an hour,1.0,0.98,f,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_x_medium,Dorchester,30,68,"['email', 'phone', 'work_email']",t,t,,Brighton,,42.3405,-71.15032,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Cooking basics"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Exterior security cameras on property"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Toaster"", ""Oven"", ""Clothing storage"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Wine glasses"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""Laundromat nearby"", ""Dedicated workspace"", ""Freezer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Self check-in"", ""Cleaning products""]",124.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,99,2024-09-18,2,1,0,2023-08-14,2024-06-22,4.0,3.5,4.5,4.5,4.5,3.5,3.0,,t,29,14,15,0,0.15
2010,54051626,https://www.airbnb.com/rooms/54051626,20240918135519,2024-09-18,city scrape,"230B1.3 Â· The Dorset, Bedroom 3",NEW for May 2022!  Full-size Washer AND Dryer inside the unit!  Incredible convenience and comfort.<br /><br />Our comfortable three-bedroom apartment with tons of light has a true neighborhood feel! It comfortably fits four and is centrally located just a few blocks from Upham's Corner. Enjoy a short walk to the Redline of the Subway and zip into downtown!,"Once its own city, Dorchester is now Bostonâ€™s largest and most diverse neighborhood, evident in the wide variety of global cuisines found on Dorchester Avenue. The district hosts UMass Boston and the John F. Kennedy Presidential Library, with artifacts from the presidentâ€™s life and exhibits on the civil rights era. The Neponset River meanders past several parks, and nearby Franklin Park has woodland trails and a zoo.",https://a0.muscache.com/pictures/prohost-api/Hosting-54051626/original/67acc9c8-1f35-4e6e-bfaa-65ee375aeabf.jpeg,71783,https://www.airbnb.com/users/show/71783,Lance,2010-01-19,"Boston, MA","Lance R. Swank, Principal_x000D_
_x000D_
His units offer comfortable and luxurious appointments to compliment the style of the building, whether a newly constructed condo or a historic Brownstone. Visitors to Boston seeking a furnished apartment without the corporate, hotel-room-like feel of most furnished rentals will find themselves more at home in Lanceâ€™s spaces._x000D_
_x000D_
Lance is the President of LSBM Management, LLC and holds an MBA degree from of the F.W. Olin Graduate School of Business at Babson College. He lives and invests in the City of Boston.",within an hour,1.0,0.98,f,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_x_medium,Dorchester,30,68,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Dorchester,,42.32318,-71.06123,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Exterior security cameras on property"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Toaster"", ""Oven"", ""Clothing storage"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Ceiling fan"", ""Private entrance"", ""Dryer"", ""High chair"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Keypad"", ""Self check-in""]",54.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,5,35,65,329,2024-09-18,1,0,0,2022-02-16,2022-02-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,29,14,15,0,0.03
2011,54052472,https://www.airbnb.com/rooms/54052472,20240918135519,2024-09-18,city scrape,39S1 Â· The Strathmore 1 | 4BR 2BA | Huge Condo wit,"A PREMIUM location, just one block from the Greenline (Cleveland Circle C Line),  offers a full-size home with a huge floorplan, high ceilings, large bedrooms, bright and sunny all day, generous bathrooms, IN-UNIT full-size washer/dryer, and memory foam sofa beds in some bedrooms and Streaming HDTV in every bedroom! <br /> <br />** This rental requires a minimum booking of 30 nights. Regardless of nights physically occupied, no bookings for less than 30 nights will be accepted. Please contact us for other",,https://a0.muscache.com/pictures/prohost-api/Hosting-54052472/original/eace206c-1f0f-4eaf-91cf-9d93d3e22d61.jpeg,71783,https://www.airbnb.com/users/show/71783,Lance,2010-01-19,"Boston, MA","Lance R. Swank, Principal_x000D_
_x000D_
His units offer comfortable and luxurious appointments to compliment the style of the building, whether a newly constructed condo or a historic Brownstone. Visitors to Boston seeking a furnished apartment without the corporate, hotel-room-like feel of most furnished rentals will find themselves more at home in Lanceâ€™s spaces._x000D_
_x000D_
Lance is the President of LSBM Management, LLC and holds an MBA degree from of the F.W. Olin Graduate School of Business at Babson College. He lives and invests in the City of Boston.",within an hour,1.0,0.98,f,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_x_medium,Dorchester,30,68,"['email', 'phone', 'work_email']",t,t,,Mission Hill,,42.33182,-71.11009,Entire condo,Entire home/apt,6,2.0,2 baths,5.0,7.0,"[""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Dishwasher"", ""Coffee maker"", ""Gym"", ""Kitchen"", ""Shampoo"", ""Paid parking on premises"", ""Lockbox"", ""Hair dryer"", ""Air conditioning"", ""Paid parking off premises"", ""Stove"", ""Toaster"", ""Oven"", ""Clothing storage"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Single level home"", ""Dryer"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""Room-darkening shades"", ""Washer"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Self check-in""]",214.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,261,2024-09-18,3,1,0,2023-05-14,2024-05-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,29,14,15,0,0.18
